,0,1,2,3,4,5,6,7,8,9,10,11,12
24,0.0,1.0,0.0,1,1,1,0,0,3717.0,2925.0,151.0,360.0,1.0
25,0.0,1.0,0.0,1,1,0,0,1,9560.0,0.0,191.0,360.0,1.0
26,0.0,1.0,0.0,1,1,0,0,0,2799.0,2253.0,122.0,360.0,1.0
27,0.0,0.0,1.0,1,1,2,1,0,4226.0,1040.0,110.0,360.0,1.0
28,0.0,0.0,1.0,1,0,0,1,0,1442.0,0.0,35.0,360.0,1.0
29,0.0,1.0,0.0,0,0,2,0,0,3750.0,2083.0,120.0,360.0,1.0
30,0.0,0.0,1.0,1,1,1,0,0,4166.0,3369.0,201.0,360.0,1.0
31,0.0,0.0,1.0,1,0,0,0,0,3167.0,0.0,74.0,360.0,1.0
32,1.0,0.0,0.0,1,0,1,0,1,4692.0,0.0,106.0,360.0,1.0
33,0.0,1.0,0.0,1,1,0,0,0,3500.0,1667.0,114.0,360.0,1.0
34,1.0,0.0,0.0,1,0,3+,0,0,12500.0,3000.0,320.0,360.0,1.0
35,0.0,0.0,1.0,1,1,0,0,0,2275.0,2067.0,146.41216216216216,360.0,1.0
36,0.0,0.0,1.0,1,1,0,0,0,1828.0,1330.0,100.0,360.0,0.0
37,0.0,1.0,0.0,0,1,0,0,0,3667.0,1459.0,144.0,360.0,1.0
38,0.0,0.0,1.0,1,0,0,0,0,4166.0,7210.0,184.0,360.0,1.0
39,0.0,1.0,0.0,1,0,0,1,0,3748.0,1668.0,110.0,360.0,1.0
40,0.0,0.0,1.0,1,0,0,0,0,3600.0,0.0,80.0,360.0,1.0
41,0.0,0.0,1.0,1,0,0,0,0,1800.0,1213.0,47.0,360.0,1.0
42,0.0,0.0,1.0,1,1,0,0,0,2400.0,0.0,75.0,360.0,1.0
43,0.0,1.0,0.0,1,1,0,0,0,3941.0,2336.0,134.0,360.0,1.0
44,0.0,0.0,1.0,1,1,0,1,1,4695.0,0.0,96.0,360.0,1.0
45,0.0,0.0,1.0,0,0,0,0,0,3410.0,0.0,88.0,360.0,1.0
46,0.0,0.0,1.0,1,1,1,0,0,5649.0,0.0,44.0,360.0,1.0
47,0.0,0.0,1.0,1,1,0,0,0,5821.0,0.0,144.0,360.0,1.0
48,0.0,0.0,1.0,0,1,0,0,0,2645.0,3440.0,120.0,360.0,0.0
49,0.0,1.0,0.0,0,0,0,0,0,4000.0,2275.0,144.0,360.0,1.0
50,0.0,1.0,0.0,0,1,0,1,0,1928.0,1644.0,100.0,360.0,1.0
51,0.0,1.0,0.0,0,0,0,0,0,3086.0,0.0,120.0,360.0,1.0
52,0.0,1.0,0.0,0,0,0,0,0,4230.0,0.0,112.0,360.0,1.0
53,0.0,0.0,1.0,1,1,2,0,0,4616.0,0.0,134.0,360.0,1.0
54,0.0,0.0,1.0,0,1,1,0,1,11500.0,0.0,286.0,360.0,0.0
55,0.0,1.0,0.0,1,1,2,0,0,2708.0,1167.0,97.0,360.0,1.0
56,0.0,1.0,0.0,1,1,0,0,0,2132.0,1591.0,96.0,360.0,1.0
57,1.0,0.0,0.0,1,1,0,0,0,3366.0,2200.0,135.0,360.0,1.0
58,0.0,0.0,1.0,1,1,1,0,0,8080.0,2250.0,180.0,360.0,1.0
59,0.0,0.0,1.0,1,1,2,1,0,3357.0,2859.0,144.0,360.0,1.0
60,0.0,0.0,1.0,1,1,0,0,0,2500.0,3796.0,120.0,360.0,1.0
61,0.0,0.0,1.0,1,1,3+,0,0,3029.0,0.0,99.0,360.0,1.0
62,1.0,0.0,0.0,1,1,0,1,1,2609.0,3449.0,165.0,180.0,0.0
63,1.0,0.0,0.0,1,1,1,0,0,4945.0,0.0,146.41216216216216,360.0,0.0
64,0.0,1.0,0.0,0,0,0,0,0,4166.0,0.0,116.0,360.0,0.0
65,0.0,1.0,0.0,1,1,0,0,0,5726.0,4595.0,258.0,360.0,1.0
66,0.0,0.0,1.0,1,0,0,1,0,3200.0,2254.0,126.0,180.0,0.0
67,0.0,0.0,1.0,1,1,1,0,0,10750.0,0.0,312.0,360.0,1.0
68,0.0,0.0,1.0,1,1,3+,1,1,7100.0,0.0,125.0,60.0,1.0
69,0.0,1.0,0.0,0,0,0,0,0,4300.0,0.0,136.0,360.0,0.0
70,0.0,0.0,1.0,1,1,0,0,0,3208.0,3066.0,172.0,360.0,1.0
71,0.0,1.0,0.0,1,1,2,1,1,1875.0,1875.0,97.0,360.0,1.0
72,0.0,1.0,0.0,1,0,0,0,0,3500.0,0.0,81.0,300.0,1.0
73,0.0,1.0,0.0,1,1,3+,1,0,4755.0,0.0,95.0,360.0,0.0
74,0.0,1.0,0.0,1,1,3+,0,1,5266.0,1774.0,187.0,360.0,1.0
75,0.0,0.0,1.0,1,0,0,0,0,3750.0,0.0,113.0,480.0,1.0
76,0.0,0.0,1.0,1,0,0,0,0,3750.0,4750.0,176.0,360.0,1.0
77,0.0,0.0,1.0,1,1,1,0,1,1000.0,3022.0,110.0,360.0,1.0
78,0.0,1.0,0.0,1,1,3+,0,0,3167.0,4000.0,180.0,300.0,0.0
79,0.0,1.0,0.0,1,1,3+,1,1,3333.0,2166.0,130.0,360.0,1.0
80,0.0,1.0,0.0,0,0,0,0,0,3846.0,0.0,111.0,360.0,1.0
81,0.0,1.0,0.0,1,1,1,0,1,2395.0,0.0,146.41216216216216,360.0,1.0
82,0.0,0.0,1.0,0,1,2,0,0,1378.0,1881.0,167.0,360.0,1.0
83,0.0,1.0,0.0,1,1,0,0,0,6000.0,2250.0,265.0,360.0,1.0
84,0.0,0.0,1.0,1,1,1,0,0,3988.0,0.0,50.0,240.0,1.0
85,0.0,1.0,0.0,1,0,0,0,0,2366.0,2531.0,136.0,360.0,1.0
86,0.0,1.0,0.0,1,1,2,1,0,3333.0,2000.0,99.0,360.0,1.0
87,0.0,1.0,0.0,1,1,0,0,0,2500.0,2118.0,104.0,360.0,1.0
88,0.0,0.0,1.0,1,0,0,0,0,8566.0,0.0,210.0,360.0,1.0
89,0.0,1.0,0.0,1,1,0,0,0,5695.0,4167.0,175.0,360.0,1.0
90,0.0,1.0,0.0,1,1,0,0,0,2958.0,2900.0,131.0,360.0,1.0
91,0.0,1.0,0.0,1,1,2,0,0,6250.0,5654.0,188.0,180.0,1.0
92,0.0,0.0,1.0,1,1,2,1,0,3273.0,1820.0,81.0,360.0,1.0
93,0.0,1.0,0.0,1,0,0,0,0,4133.0,0.0,122.0,360.0,1.0
94,0.0,1.0,0.0,1,0,0,1,0,3620.0,0.0,25.0,120.0,1.0
95,0.0,0.0,1.0,1,0,0,0,0,6782.0,0.0,146.41216216216216,360.0,1.0
96,0.0,1.0,0.0,0,1,0,0,0,2484.0,2302.0,137.0,360.0,1.0
97,0.0,1.0,0.0,1,1,0,0,0,1977.0,997.0,50.0,360.0,1.0
98,0.0,1.0,0.0,1,1,0,1,0,4188.0,0.0,115.0,180.0,1.0
99,0.0,1.0,0.0,1,1,0,0,0,1759.0,3541.0,131.0,360.0,1.0
100,0.0,0.0,1.0,1,1,2,1,0,4288.0,3263.0,133.0,180.0,1.0
101,0.0,1.0,0.0,1,0,0,0,0,4843.0,3806.0,151.0,360.0,1.0
102,0.0,0.0,1.0,1,1,0,0,0,13650.0,0.0,146.41216216216216,360.0,1.0
103,0.0,1.0,0.0,1,1,0,0,0,4652.0,3583.0,146.41216216216216,360.0,1.0
104,0.0,0.0,1.0,1,1,0,0,0,3816.0,754.0,160.0,360.0,1.0
105,0.0,0.0,1.0,1,1,1,0,0,3052.0,1030.0,100.0,360.0,1.0
106,0.0,0.0,1.0,1,1,2,0,0,11417.0,1126.0,225.0,360.0,1.0
107,1.0,0.0,0.0,1,0,0,1,0,7333.0,0.0,120.0,360.0,1.0
108,0.0,0.0,1.0,1,1,2,0,0,3800.0,3600.0,216.0,360.0,0.0
109,0.0,1.0,0.0,1,1,3+,1,0,2071.0,754.0,94.0,480.0,1.0
110,0.0,0.0,1.0,1,0,0,0,0,5316.0,0.0,136.0,360.0,1.0
111,0.0,1.0,0.0,0,1,0,0,0,2929.0,2333.0,139.0,360.0,1.0
112,1.0,0.0,0.0,1,1,0,1,0,3572.0,4114.0,152.0,360.0,0.0
113,0.0,1.0,0.0,0,0,1,0,1,7451.0,0.0,146.41216216216216,360.0,1.0
114,0.0,1.0,0.0,1,0,0,0,0,5050.0,0.0,118.0,360.0,1.0
115,1.0,0.0,0.0,1,1,1,0,0,14583.0,0.0,185.0,180.0,1.0
116,0.0,1.0,0.0,0,1,0,0,0,3167.0,2283.0,154.0,360.0,1.0
117,0.0,0.0,1.0,1,1,1,0,0,2214.0,1398.0,85.0,360.0,1.0
118,1.0,0.0,0.0,1,1,0,0,0,5568.0,2142.0,175.0,360.0,1.0
119,0.0,0.0,1.0,0,0,0,0,0,10408.0,0.0,259.0,360.0,1.0
120,1.0,0.0,0.0,1,1,0,0,0,5667.0,2667.0,180.0,360.0,1.0
121,0.0,1.0,0.0,0,0,0,0,0,4166.0,0.0,44.0,360.0,1.0
122,0.0,1.0,0.0,0,0,0,0,0,2137.0,8980.0,137.0,360.0,0.0
123,0.0,1.0,0.0,1,1,2,0,0,2957.0,0.0,81.0,360.0,1.0
124,1.0,0.0,0.0,1,1,0,1,0,4300.0,2014.0,194.0,360.0,1.0
125,1.0,0.0,0.0,0,0,0,0,0,3692.0,0.0,93.0,360.0,1.0
126,1.0,0.0,0.0,1,1,3+,0,0,23803.0,0.0,370.0,360.0,1.0
127,1.0,0.0,0.0,1,0,0,0,0,3865.0,1640.0,146.41216216216216,360.0,1.0
128,0.0,0.0,1.0,1,1,1,0,1,10513.0,3850.0,160.0,180.0,0.0
129,1.0,0.0,0.0,1,1,0,0,0,6080.0,2569.0,182.0,360.0,1.0
130,0.0,0.0,1.0,1,0,0,0,1,20166.0,0.0,650.0,480.0,1.0
131,0.0,0.0,1.0,1,0,0,0,0,2014.0,1929.0,74.0,360.0,1.0
132,0.0,1.0,0.0,1,0,0,0,0,2718.0,0.0,70.0,360.0,1.0
133,0.0,1.0,0.0,1,1,0,0,1,3459.0,0.0,25.0,120.0,1.0
134,0.0,1.0,0.0,1,0,0,0,0,4895.0,0.0,102.0,360.0,1.0
135,0.0,1.0,0.0,1,1,3+,0,0,4000.0,7750.0,290.0,360.0,1.0
136,1.0,0.0,0.0,0,1,0,0,0,4583.0,0.0,84.0,360.0,1.0
137,0.0,0.0,1.0,1,1,2,0,1,3316.0,3500.0,88.0,360.0,1.0
138,0.0,1.0,0.0,1,0,0,0,0,14999.0,0.0,242.0,360.0,0.0
139,1.0,0.0,0.0,1,1,2,1,0,4200.0,1430.0,129.0,360.0,1.0
140,1.0,0.0,0.0,1,1,2,0,0,5042.0,2083.0,185.0,360.0,1.0
141,0.0,0.0,1.0,1,0,0,0,0,5417.0,0.0,168.0,360.0,1.0
142,0.0,1.0,0.0,1,0,0,0,1,6950.0,0.0,175.0,180.0,1.0
143,0.0,1.0,0.0,1,1,0,0,0,2698.0,2034.0,122.0,360.0,1.0
144,0.0,0.0,1.0,1,1,2,0,0,11757.0,0.0,187.0,180.0,1.0
145,0.0,1.0,0.0,0,1,0,0,0,2330.0,4486.0,100.0,360.0,1.0
146,0.0,0.0,1.0,0,1,2,0,0,14866.0,0.0,70.0,360.0,1.0
147,0.0,0.0,1.0,1,1,1,0,0,1538.0,1425.0,30.0,360.0,1.0
148,1.0,0.0,0.0,0,0,0,0,0,10000.0,1666.0,225.0,360.0,1.0
149,0.0,1.0,0.0,1,1,0,0,0,4860.0,830.0,125.0,360.0,1.0
150,1.0,0.0,0.0,1,0,0,0,0,6277.0,0.0,118.0,360.0,0.0
151,1.0,0.0,0.0,1,1,0,0,1,2577.0,3750.0,152.0,360.0,1.0
152,0.0,0.0,1.0,1,0,0,0,0,9166.0,0.0,244.0,360.0,1.0
153,1.0,0.0,0.0,1,1,2,1,0,2281.0,0.0,113.0,360.0,1.0
154,0.0,0.0,1.0,1,0,0,0,0,3254.0,0.0,50.0,360.0,1.0
155,0.0,1.0,0.0,1,1,3+,0,0,39999.0,0.0,600.0,180.0,0.0
156,1.0,0.0,0.0,1,1,1,0,0,6000.0,0.0,160.0,360.0,1.0
157,0.0,0.0,1.0,1,1,1,0,0,9538.0,0.0,187.0,360.0,1.0
158,1.0,0.0,0.0,1,0,0,0,0,2980.0,2083.0,120.0,360.0,1.0
159,0.0,1.0,0.0,1,1,0,0,0,4583.0,5625.0,255.0,360.0,1.0
160,0.0,1.0,0.0,1,1,0,1,0,1863.0,1041.0,98.0,360.0,1.0
161,0.0,0.0,1.0,1,1,0,0,0,7933.0,0.0,275.0,360.0,1.0
162,0.0,1.0,0.0,1,1,1,0,0,3089.0,1280.0,121.0,360.0,0.0
163,1.0,0.0,0.0,1,1,2,0,0,4167.0,1447.0,158.0,360.0,1.0
164,0.0,0.0,1.0,1,1,0,0,0,9323.0,0.0,75.0,180.0,1.0
165,1.0,0.0,0.0,1,1,0,0,0,3707.0,3166.0,182.0,360.0,1.0
166,1.0,0.0,0.0,0,1,0,0,0,4583.0,0.0,112.0,360.0,1.0
167,1.0,0.0,0.0,1,1,0,0,0,2439.0,3333.0,129.0,360.0,1.0
168,0.0,1.0,0.0,1,0,0,0,0,2237.0,0.0,63.0,480.0,0.0
169,0.0,1.0,0.0,1,1,2,0,0,8000.0,0.0,200.0,360.0,1.0
170,1.0,0.0,0.0,1,1,0,1,0,1820.0,1769.0,95.0,360.0,1.0
171,0.0,0.0,1.0,1,1,3+,0,0,51763.0,0.0,700.0,300.0,1.0
172,1.0,0.0,0.0,1,1,3+,1,0,3522.0,0.0,81.0,180.0,1.0
173,0.0,1.0,0.0,1,1,0,0,0,5708.0,5625.0,187.0,360.0,1.0
174,0.0,1.0,0.0,1,1,0,1,1,4344.0,736.0,87.0,360.0,1.0
175,1.0,0.0,0.0,1,1,0,0,0,3497.0,1964.0,116.0,360.0,1.0
176,1.0,0.0,0.0,1,1,2,0,0,2045.0,1619.0,101.0,360.0,1.0
177,0.0,1.0,0.0,1,1,3+,0,0,5516.0,11300.0,495.0,360.0,0.0
178,0.0,1.0,0.0,1,1,1,0,0,3750.0,0.0,116.0,360.0,1.0
179,0.0,0.0,1.0,1,0,0,1,0,2333.0,1451.0,102.0,480.0,0.0
180,0.0,0.0,1.0,1,1,1,0,0,6400.0,7250.0,180.0,360.0,0.0
181,1.0,0.0,0.0,1,0,0,0,0,1916.0,5063.0,67.0,360.0,1.0
182,0.0,1.0,0.0,1,1,0,0,0,4600.0,0.0,73.0,180.0,1.0
183,0.0,1.0,0.0,1,1,1,0,0,33846.0,0.0,260.0,360.0,1.0
184,0.0,1.0,0.0,0,1,0,0,0,3625.0,0.0,108.0,360.0,1.0
185,0.0,1.0,0.0,1,1,0,0,1,39147.0,4750.0,120.0,360.0,1.0
186,1.0,0.0,0.0,1,1,1,0,1,2178.0,0.0,66.0,300.0,0.0
187,1.0,0.0,0.0,1,1,0,0,0,2383.0,2138.0,58.0,360.0,1.0
188,1.0,0.0,0.0,1,1,0,0,1,674.0,5296.0,168.0,360.0,1.0
189,1.0,0.0,0.0,1,1,0,0,0,9328.0,0.0,188.0,180.0,1.0
190,1.0,0.0,0.0,1,0,0,1,0,4885.0,0.0,48.0,360.0,1.0
191,0.0,1.0,0.0,1,0,0,0,0,12000.0,0.0,164.0,360.0,1.0
192,0.0,0.0,1.0,1,1,0,1,0,6033.0,0.0,160.0,360.0,1.0
193,0.0,1.0,0.0,1,0,0,0,0,3858.0,0.0,76.0,360.0,1.0
194,1.0,0.0,0.0,1,0,0,0,0,4191.0,0.0,120.0,360.0,1.0
195,0.0,1.0,0.0,1,1,1,0,0,3125.0,2583.0,170.0,360.0,1.0
196,1.0,0.0,0.0,1,0,0,0,0,8333.0,3750.0,187.0,360.0,1.0
197,0.0,0.0,1.0,0,0,0,1,0,1907.0,2365.0,120.0,360.0,1.0
198,0.0,1.0,0.0,0,1,0,0,0,3416.0,2816.0,113.0,360.0,1.0
199,0.0,0.0,1.0,1,0,0,0,1,11000.0,0.0,83.0,360.0,1.0
200,0.0,1.0,0.0,1,1,1,1,0,2600.0,2500.0,90.0,360.0,1.0
201,0.0,1.0,0.0,1,0,2,0,0,4923.0,0.0,166.0,360.0,0.0
202,0.0,0.0,1.0,1,1,3+,1,0,3992.0,0.0,146.41216216216216,180.0,1.0
203,0.0,0.0,1.0,1,1,1,1,0,3500.0,1083.0,135.0,360.0,1.0
204,0.0,1.0,0.0,1,1,2,1,0,3917.0,0.0,124.0,360.0,1.0
205,0.0,1.0,0.0,0,0,0,1,0,4408.0,0.0,120.0,360.0,1.0
206,0.0,0.0,1.0,0,0,0,0,0,3244.0,0.0,80.0,360.0,1.0
207,1.0,0.0,0.0,1,0,0,1,0,3975.0,2531.0,55.0,360.0,1.0
208,0.0,0.0,1.0,1,0,0,0,0,2479.0,0.0,59.0,360.0,1.0
209,0.0,1.0,0.0,1,0,0,0,0,3418.0,0.0,127.0,360.0,1.0
210,0.0,1.0,0.0,0,0,0,0,0,10000.0,0.0,214.0,360.0,1.0
211,0.0,1.0,0.0,1,1,3+,0,0,3430.0,1250.0,128.0,360.0,0.0
212,0.0,0.0,1.0,1,1,1,0,1,7787.0,0.0,240.0,360.0,1.0
213,1.0,0.0,0.0,1,1,3+,1,1,5703.0,0.0,130.0,360.0,1.0
214,0.0,0.0,1.0,1,1,0,0,0,3173.0,3021.0,137.0,360.0,1.0
215,0.0,1.0,0.0,1,1,3+,1,0,3850.0,983.0,100.0,360.0,1.0
216,1.0,0.0,0.0,1,1,0,0,0,150.0,1800.0,135.0,360.0,1.0
217,0.0,1.0,0.0,1,1,0,0,0,3727.0,1775.0,131.0,360.0,1.0
218,0.0,1.0,0.0,1,1,2,0,0,5000.0,0.0,72.0,360.0,0.0
219,0.0,1.0,0.0,0,1,2,0,0,4283.0,2383.0,127.0,360.0,1.0
220,0.0,0.0,1.0,1,1,0,0,0,2221.0,0.0,60.0,360.0,0.0
221,0.0,1.0,0.0,1,1,2,0,0,4009.0,1717.0,116.0,360.0,1.0
222,0.0,1.0,0.0,1,0,0,0,0,2971.0,2791.0,144.0,360.0,1.0
223,0.0,1.0,0.0,1,1,0,0,0,7578.0,1010.0,175.0,360.0,1.0
224,0.0,1.0,0.0,1,1,0,0,0,6250.0,0.0,128.0,360.0,1.0
225,1.0,0.0,0.0,1,1,0,0,0,3250.0,0.0,170.0,360.0,1.0
226,0.0,0.0,1.0,1,1,0,1,1,4735.0,0.0,138.0,360.0,1.0
227,0.0,1.0,0.0,1,1,2,0,0,6250.0,1695.0,210.0,360.0,1.0
228,0.0,1.0,0.0,1,1,0,0,0,4758.0,0.0,158.0,480.0,1.0
229,1.0,0.0,0.0,1,0,0,0,1,6400.0,0.0,200.0,360.0,1.0
230,0.0,1.0,0.0,1,1,1,0,0,2491.0,2054.0,104.0,360.0,1.0
231,1.0,0.0,0.0,1,1,0,0,0,3716.0,0.0,42.0,180.0,1.0
232,1.0,0.0,0.0,1,0,0,1,0,3189.0,2598.0,120.0,360.0,1.0
233,0.0,1.0,0.0,0,0,0,0,0,8333.0,0.0,280.0,360.0,1.0
234,0.0,1.0,0.0,1,1,1,0,0,3155.0,1779.0,140.0,360.0,1.0
235,1.0,0.0,0.0,1,1,1,0,0,5500.0,1260.0,170.0,360.0,1.0
236,0.0,0.0,1.0,1,1,0,0,0,5746.0,0.0,255.0,360.0,1.0
237,0.0,0.0,1.0,0,0,0,0,1,3463.0,0.0,122.0,360.0,1.0
238,1.0,0.0,0.0,0,0,1,0,0,3812.0,0.0,112.0,360.0,1.0
239,0.0,1.0,0.0,1,1,1,0,0,3315.0,0.0,96.0,360.0,1.0
240,1.0,0.0,0.0,1,1,2,0,0,5819.0,5000.0,120.0,360.0,1.0
241,0.0,0.0,1.0,1,1,1,1,0,2510.0,1983.0,140.0,180.0,1.0
242,0.0,0.0,1.0,1,0,0,0,0,2965.0,5701.0,155.0,60.0,1.0
243,1.0,0.0,0.0,1,1,2,0,1,6250.0,1300.0,108.0,360.0,1.0
244,0.0,1.0,0.0,1,1,0,1,0,3406.0,4417.0,123.0,360.0,1.0
245,0.0,0.0,1.0,1,0,0,0,1,6050.0,4333.0,120.0,180.0,1.0
246,0.0,0.0,1.0,1,1,2,0,0,9703.0,0.0,112.0,360.0,1.0
247,0.0,0.0,1.0,1,1,1,1,0,6608.0,0.0,137.0,180.0,1.0
248,0.0,1.0,0.0,1,1,1,0,0,2882.0,1843.0,123.0,480.0,1.0
249,0.0,0.0,1.0,1,1,0,0,0,1809.0,1868.0,90.0,360.0,1.0
250,0.0,1.0,0.0,1,1,0,1,0,1668.0,3890.0,201.0,360.0,0.0
251,0.0,0.0,1.0,0,0,2,0,0,3427.0,0.0,138.0,360.0,1.0
252,1.0,0.0,0.0,1,0,0,1,1,2583.0,2167.0,104.0,360.0,1.0
253,0.0,1.0,0.0,1,1,1,1,0,2661.0,7101.0,279.0,180.0,1.0
254,0.0,0.0,1.0,1,0,0,0,1,16250.0,0.0,192.0,360.0,0.0
255,1.0,0.0,0.0,0,0,3+,0,0,3083.0,0.0,255.0,360.0,1.0
256,1.0,0.0,0.0,1,0,0,1,0,6045.0,0.0,115.0,360.0,0.0
257,0.0,0.0,1.0,1,1,3+,0,0,5250.0,0.0,94.0,360.0,1.0
258,1.0,0.0,0.0,1,1,0,0,0,14683.0,2100.0,304.0,360.0,1.0
259,0.0,1.0,0.0,1,1,3+,1,0,4931.0,0.0,128.0,360.0,1.0
260,0.0,0.0,1.0,1,1,1,0,0,6083.0,4250.0,330.0,360.0,1.0
261,0.0,1.0,0.0,1,0,0,0,0,2060.0,2209.0,134.0,360.0,1.0
262,0.0,1.0,0.0,0,0,1,0,0,3481.0,0.0,155.0,36.0,1.0
263,1.0,0.0,0.0,0,0,0,0,0,7200.0,0.0,120.0,360.0,1.0
264,0.0,1.0,0.0,1,0,0,0,1,5166.0,0.0,128.0,360.0,1.0
265,1.0,0.0,0.0,1,0,0,0,0,4095.0,3447.0,151.0,360.0,1.0
266,0.0,1.0,0.0,1,1,2,0,0,4708.0,1387.0,150.0,360.0,1.0
267,0.0,0.0,1.0,1,1,3+,0,0,4333.0,1811.0,160.0,360.0,0.0
268,1.0,0.0,0.0,0,0,0,0,0,3418.0,0.0,135.0,360.0,1.0
269,0.0,0.0,1.0,0,0,1,0,0,2876.0,1560.0,90.0,360.0,1.0
270,0.0,0.0,1.0,0,0,0,0,0,3237.0,0.0,30.0,360.0,1.0
271,0.0,0.0,1.0,1,1,0,0,0,11146.0,0.0,136.0,360.0,1.0
272,1.0,0.0,0.0,1,0,0,0,0,2833.0,1857.0,126.0,360.0,1.0
273,0.0,1.0,0.0,1,1,0,0,0,2620.0,2223.0,150.0,360.0,1.0
274,0.0,1.0,0.0,1,1,2,0,0,3900.0,0.0,90.0,360.0,1.0
275,0.0,1.0,0.0,1,1,1,0,0,2750.0,1842.0,115.0,360.0,1.0
276,0.0,1.0,0.0,1,1,0,0,0,3993.0,3274.0,207.0,360.0,1.0
277,0.0,0.0,1.0,1,1,0,0,0,3103.0,1300.0,80.0,360.0,1.0
278,0.0,1.0,0.0,1,1,0,0,0,14583.0,0.0,436.0,360.0,1.0
279,1.0,0.0,0.0,0,1,0,1,0,4100.0,0.0,124.0,360.0,1.0
280,0.0,0.0,1.0,1,0,1,1,1,4053.0,2426.0,158.0,360.0,0.0
281,0.0,1.0,0.0,1,1,0,0,0,3927.0,800.0,112.0,360.0,1.0
282,0.0,0.0,1.0,1,1,2,0,0,2301.0,985.7999877999998,78.0,180.0,1.0
283,0.0,0.0,1.0,0,0,0,0,0,1811.0,1666.0,54.0,360.0,1.0
284,1.0,0.0,0.0,1,1,0,0,0,20667.0,0.0,146.41216216216216,360.0,1.0
285,1.0,0.0,0.0,1,0,0,0,0,3158.0,3053.0,89.0,360.0,1.0
286,0.0,1.0,0.0,0,0,0,0,1,2600.0,1717.0,99.0,300.0,1.0
287,1.0,0.0,0.0,1,1,0,0,0,3704.0,2000.0,120.0,360.0,1.0
288,0.0,1.0,0.0,0,0,0,0,0,4124.0,0.0,115.0,360.0,1.0
289,1.0,0.0,0.0,1,0,0,0,0,9508.0,0.0,187.0,360.0,1.0
290,1.0,0.0,0.0,1,1,0,0,0,3075.0,2416.0,139.0,360.0,1.0
291,0.0,1.0,0.0,1,1,2,0,0,4400.0,0.0,127.0,360.0,0.0
292,0.0,0.0,1.0,1,1,2,0,0,3153.0,1560.0,134.0,360.0,1.0
293,0.0,0.0,1.0,0,0,0,0,0,5417.0,0.0,143.0,480.0,0.0
294,0.0,1.0,0.0,1,1,0,0,0,2383.0,3334.0,172.0,360.0,1.0
295,0.0,0.0,1.0,1,1,3+,0,0,4416.0,1250.0,110.0,360.0,1.0
296,0.0,1.0,0.0,1,1,1,0,0,6875.0,0.0,200.0,360.0,1.0
297,0.0,0.0,1.0,0,1,1,0,0,4666.0,0.0,135.0,360.0,1.0
298,1.0,0.0,0.0,0,0,0,0,0,5000.0,2541.0,151.0,480.0,1.0
299,0.0,0.0,1.0,1,1,1,0,0,2014.0,2925.0,113.0,360.0,1.0
300,0.0,0.0,1.0,1,1,0,1,0,1800.0,2934.0,93.0,360.0,0.0
301,0.0,1.0,0.0,1,1,0,1,0,2875.0,1750.0,105.0,360.0,1.0
302,1.0,0.0,0.0,0,0,0,0,0,5000.0,0.0,132.0,360.0,1.0
303,0.0,0.0,1.0,1,1,1,0,0,1625.0,1803.0,96.0,360.0,1.0
